"Profil","Lieu_de_recherche","Disponibilité","Points_forts","Expérience","Compétence"
"Data Scientist l Data Analyst | Machine learning engineer","France entière","immédiate","Apprentissage automatique (machine learning)
Déterminer l'opportunité de l'intégration d'outils IA/Data Science dans le modèle d'affaires
Mettre en place des outils d'aide à la décision
Modélisation statistique
Python","Mastère spécialisé MS Big Data

|
Bac+5 et plus ou équivalentsCette Formation contient une pièce jointe","Adapter les outils de traitement statistique de données
(Avancé)
Analyser / traiter l'information à des fins d'anticipation
(Avancé)
Assurer le suivi de la qualité des données
(Avancé)
Définir et faire évoluer des procédés de traitement de l'information
Définir les solutions de stockage et de structuration des données
(Avancé)
Déterminer l'opportunité de l'intégration d'outils IA/Data Science dans le modèle d'affaires
(Avancé)
Exploiter des solutions de Data Science ou d'Intelligence Artificielle
(Avancé)
Gérer des données massives
(Avancé)
Lire et interpréter des données et documents techniques au besoin en anglais
(Intermédiaire)
Mener et exploiter une analyse stratégique
(Intermédiaire)
Mobiliser des données massives pour éclairer les prises de décisions
(Avancé)
Paramétrer un logiciel, un outil, un système numérique
(Avancé)
Procéder aux phases de tests et de recettes des applications développées
(Avancé)
Réaliser une analyse ou modélisation statistique de données
(Avancé)
Réaliser un modèle de prévision
(Avancé)"
"Data analyst | Data scientist  | Intelligence Artificielle  | Chargée d’études | Analyste Prix","France entière","immédiate","Faire preuve d'autonomie
Prendre des initiatives et être force de proposition
Analyser, exploiter, structurer des données
Big data Analytics
Présenter et diffuser les résultats des études réalisées","Data Analyst

|
KEMYSTRY (PARIS)","Algorithmique
(Débutant)
Analyse statistique
(Avancé)
Big data Analytics
(Avancé)
Business Intelligence (BI) / Informatique décisionnelle
(Intermédiaire)
Logiciel de statistiques
(Intermédiaire)
Logiciels de gestion de base de données
(Intermédiaire)"
"Data Analyst","France entière","immédiate","Big data Analytics
Business Intelligence (BI) / Informatique décisionnelle
Langages de programmation informatique
Analyser, exploiter, structurer des données
Recueillir et analyser les besoins client","Big Data Management and Analytics

|
Bac+5 et plus ou équivalents","Algorithmique
Analyse statistique
Application web
Big data Analytics
Business Intelligence (BI) / Informatique décisionnelle
Langages de programmation informatique
Logiciel de statistiques
Modélisation statistique"
"À la recherche d'un emploi dans le domaine de la data","France entière","immédiate","Big data Analytics
Langages de programmation informatique
Modélisation statistique
Business Intelligence (BI) / Informatique décisionnelle
ETL : Talend","Detection des faux billets d'une banque: (Mai - Septembre)","Big data Analytics
Business Intelligence (BI) / Informatique décisionnelle
(Avancé)
DataMart (Magasin de données)
(Avancé)
Google Analytics
(Avancé)
HDL/VHDL
(Avancé)
Insights marketing
JQuery
Langages de programmation informatique
Maîtrise du pack Office (Word, Excel, Outlook, PowerPoint)
(Avancé)
Microsoft Access
Microsoft Excel
(Avancé)
Microsoft SQL Server
(Intermédiaire)
Microsoft Word
(Avancé)
Modélisation et simulation
Modélisation statistique
Nuke
Oracle
(Avancé)
Progiciel de gestion SAS Statistiques
(Avancé)
Python
(Avancé)
SharePoint
(Avancé)
Technologies HADOOP
(Avancé)
Visual Basic for Applications (VBA)
(Avancé)"
"Analyste en cybérsecurité et Data analyste","France entière","immédiate","Faire preuve de réactivité
Travailler en équipe
Business Intelligence (BI) / Informatique décisionnelle
data visualisation
Anglais","Cybersécurité Google

|
Bac ou équivalentCette Formation contient une pièce jointe","Analyse statistique
(Intermédiaire)
Business Intelligence (BI) / Informatique décisionnelle
(Intermédiaire)
Gestes et postures de manutention
(Avancé)
Industrie pétrolière
(Avancé)
Langages de programmation informatique
(Débutant)
Logiciels de gestion de base de données
(Débutant)
Modélisation et simulation
(Débutant)
Sciences de la vie et de la terre
(Avancé)
Sédimentologie
(Avancé)"
"Ingénieur Junior en Machine Learning / Data Scientist","France entière","immédiate","Apprentissage automatique (machine learning)
Big data Analytics
Intelligence artificielle
Python
Anglais","M2 Informatique : Intelligence artificielle et apprentissage automatique

|
Bac+5 et plus ou équivalents","Apprentissage automatique (machine learning)
Big data Analytics
C/C++
Intelligence artificielle
Java
Python
Système d'exploitation Linux"
"Data scientist | Data Analyst","France entière","immédiate","Analyser, exploiter, structurer des données
Big data Analytics
Business Intelligence (BI) / Informatique décisionnelle
Réaliser des études spécifiques
Réaliser un modèle de prévision","Mastère Spécialisé Manager de Portefeuille de Projets – Transition Numérique

|
Bac+5 et plus ou équivalents","Big data Analytics
Business Intelligence (BI) / Informatique décisionnelle
Conception et analyse d'enquête
Développement économique
Gestion budgétaire
GRH
Intelligence économique
Modélisation et simulation
Modélisation statistique"
"Evoluer dans une entreprise en tant que Data Scientist ou Data analyst","France entière","immédiate","Big data Analytics
Business Intelligence (BI) / Informatique décisionnelle
Déterminer l'opportunité de l'intégration d'outils IA/Data Science dans le modèle d'affaires
Power BI
SQL","Certificat Expert SQL, Base de données

|
Bac+5 et plus ou équivalentsCette Formation contient une pièce jointe","Aménagement urbain
(Avancé)
Analyse statistique
Apprentissage automatique (machine learning)
Big data Analytics
(Avancé)
Business Intelligence (BI) / Informatique décisionnelle
(Avancé)
Criminologie
(Débutant)
Exploration de données (data mining)
(Avancé)
HTML
(Intermédiaire)
Informatique
(Avancé)
Intelligence économique
Javascript
(Intermédiaire)
Langages de programmation informatique
Logiciel de statistiques
Logiciels de gestion de base de données
Microsoft Access
(Avancé)
Microsoft Excel
(Avancé)
Modélisation et simulation
Modélisation statistique
MySQL
(Avancé)
Progiciel de gestion SAS Statistiques
(Avancé)
Python
(Avancé)
SharePoint
(Intermédiaire)
SQL
(Avancé)
Système d'exploitation Gcos
(Débutant)
Système d'exploitation Unix
Système d'exploitation Windows
Système de Gestion de Bases de Données (SGBD)
Technologies HADOOP
Visual Basic for Applications (VBA)
(Avancé)"
"Data Analyst PowerBI","France entière","immédiate","Big data Analytics
Business Intelligence (BI) / Informatique décisionnelle
Être à l'écoute, faire preuve d'empathie
Prendre des initiatives et être force de proposition
Travailler en équipe","Master Chef de projet Data & IA - Parcours Data Analyst

|
Bac+5 et plus ou équivalents","Big data Analytics
Business Intelligence (BI) / Informatique décisionnelle"
"Data Analyst","France entière","immédiate","Langages de programmation informatique
Modélisation statistique
Comprendre et utiliser les informations du Big Data
Exploiter des solutions de Data Science ou d'Intelligence Artificielle
Système de Gestion de Bases de Données (SGBD)","Data Analyst

|
EDF Renouvelables (Montpellier)","Business Intelligence (BI) / Informatique décisionnelle
Exploration de données (data mining)
(Avancé)
Langages de programmation informatique
Modélisation et simulation
Modélisation statistique
Outils de web analyse - web analytics
SQL
(Avancé)
Système de Gestion de Bases de Données (SGBD)
(Avancé)"
"Looking for a job in Data Analyst (Power BI/MicroStrategy) / Marketing specialist/insight analyst or Business intelligence analyst","France entière","immédiate","Big data Analytics
Business Intelligence (BI) / Informatique décisionnelle
Insights marketing
Logiciel de statistiques","Master in Management speci. BIA

|
Bac+5 et plus ou équivalents","Analyse statistique
(Avancé)
Big data Analytics
(Intermédiaire)
Business Intelligence (BI) / Informatique décisionnelle
(Avancé)
Gestion commerciale, relation clients
(Avancé)
Insights marketing
(Avancé)
Logiciel de statistiques
(Avancé)
Logiciels de gestion de base de données
(Avancé)
Maîtrise du pack Office (Word, Excel, Outlook, PowerPoint)
Modélisation et simulation"
"Ingénieur Data Science","France entière","immédiate","Conduire des travaux d'études et de recherche
Déterminer l'opportunité de l'intégration d'outils IA/Data Science dans le modèle d'affaires
Rédiger les volets IA et Data Science d'une proposition commerciale de développement de solution
Utiliser l'anglais en contexte professionnel","Ingénieur Diplôme d'ingénieur de Télécom Saint-Etienne

|
Bac+5 et plus ou équivalents","Déterminer l'opportunité de l'intégration d'outils IA/Data Science dans le modèle d'affaires
Paramétrer un logiciel, un outil, un système numérique"
"Jeune diplômé, Recherche CDI dans le domaine de la data","France entière","immédiate","Data engineer
Définir les solutions de stockage et de structuration des données
Mettre en place des solutions d'amélioration de la performance
Python
Utiliser l'anglais en contexte professionnel","M2 - Data Engineer & Data Scientist

|
Bac+5 et plus ou équivalents","Algorithmique
Anglais technique
Application web
Architecture web
Business Intelligence (BI) / Informatique décisionnelle
Cloud computing
Domaine informatique client-serveur
Génie logiciel
Informatique de gestion
Informatique scientifique et technique
Intelligence artificielle
Langages de programmation informatique
Maîtrise d’un outil de gestion de flux (Kafka, Flink…)
Programmation logicielle
Python
Système d'exploitation Linux
Systèmes d'exploitation informatique
Technologies HADOOP
Technologies SPARK (Framework)"
"A la recherche d'un emploi dans le Business Intelligence et Data Engineering","France entière","immédiate","Business Intelligence (BI) / Informatique décisionnelle
Mettre en place des solutions d'amélioration de la performance
Rédiger des documents d'ingénierie (rédaction des spécifications fonctionnelles et livrables techniques des solutions)
Exploiter des solutions de Data Science ou d'Intelligence Artificielle
Gérer et maitriser des bases de données (SQL/NoSQL)","Expert en informatique et systèmes d'information

|
Bac+5 et plus ou équivalents","Analyser, exploiter, structurer des données
Analyser / traiter l'information à des fins d'anticipation
Concevoir une application mobile
(Avancé)
Définir les solutions de stockage et de structuration des données
Déterminer et développer les méthodes de recherche, de recueil et d'analyse de données
(Avancé)
Développer une application en lien avec une base de données
Enrichir une base de données
Exploiter des solutions de Data Science ou d'Intelligence Artificielle
(Intermédiaire)
Gérer et maitriser des bases de données (SQL/NoSQL)
(Avancé)
Intégrer des outils IA/Data Science
(Intermédiaire)
Modéliser une base de données
(Avancé)
Sélectionner, assembler et intégrer des composants informatiques (progiciels, bases de données, développements spécifiques, ...)
Tester un logiciel, un système d'informations, une application
Vérifier la compatibilité des développements produits avec les spécifications"
"Data Scientist Engineer - Expert en Analyse de Données et Modélisation pour Solutions Innovantes","France entière","immédiate","Business Intelligence (BI) / Informatique décisionnelle
Data engineer
Modélisation statistique
Python
Système de Gestion de Bases de Données (SGBD)","Data Scientist & AI Engineer

|
Talend (Suresnes, Ile-de-france, france)","Business Intelligence (BI) / Informatique décisionnelle
Gestion de version GIT
Java
Javascript
Modélisation statistique
Python
Système de Gestion de Bases de Données (SGBD)"
"chargé d'étude statistique/Data scientist","France entière","immédiate","Analyser, exploiter, structurer des données
Conduire des travaux d'études et de recherche
Réaliser des enquêtes statistiques selon les résultats issus des solutions de Data Science
Rédiger de l'information
Utiliser des logiciels spécifiques","preparateur de commande

|
Manpower (bordeaux)","Adapter les outils de traitement statistique de données
Analyser, exploiter, structurer des données
Analyser / traiter l'information à des fins d'anticipation
Assister une structure dans l'interprétation et l'analyse d'une étude
Assurer le suivi de la qualité des données
Définir et faire évoluer des procédés de traitement de l'information
Définir les solutions de stockage et de structuration des données
Déterminer l'opportunité de l'intégration d'outils IA/Data Science dans le modèle d'affaires
Exploiter des solutions de Data Science ou d'Intelligence Artificielle
Gérer des données massives
Lire et interpréter des données et documents techniques au besoin en anglais
Mener et exploiter une analyse stratégique
Mobiliser des données massives pour éclairer les prises de décisions
Optimiser des algorithmes, une application informatique et mettre en oeuvre leur développement
Paramétrer un logiciel, un outil, un système numérique
Procéder aux phases de tests et de recettes des applications développées
Réaliser une analyse ou modélisation statistique de données
Réaliser un modèle de prévision
Utiliser des logiciels spécifiques"
